# n_intervals=19
# x_left  x_right  c0  c1  c2  c3
-4.184000000000000e+04 -3.974800000000000e+04 3.524443891102257e+25 1.567050341600160e+22 5.432619476097976e+17 1.047213786156753e+15
-3.974800000000000e+04 -3.765600000000000e+04 7.999252988047807e+25 3.169279171105719e+22 7.115575669529580e+18 1.047213786156753e+15
-3.765600000000000e+04 -3.556400000000000e+04 1.870227423638778e+26 7.521364061862514e+22 1.368788939144934e+19 2.542277618639283e+15
-3.556400000000000e+04 -3.347200000000000e+04 4.275502158034528e+26 1.658623292603908e+23 2.964322372602953e+19 6.301953610429830e+15
-3.347200000000000e+04 -3.138000000000000e+04 9.619646414342627e+26 3.726303966472469e+23 6.919428458508732e+19 7.374853983626799e+15
-3.138000000000000e+04 -2.928800000000000e+04 2.111854664674634e+27 7.589666322450500e+23 1.154788681863284e+20 1.145684522059188e+16
-2.928800000000000e+04 -2.719600000000000e+04 4.309895833333333e+27 1.392551628721125e+24 1.873820287907628e+20 -2.948870341301809e+16
-2.719600000000000e+04 -2.510400000000000e+04 7.773198871181938e+27 1.789389290500425e+24 2.310926170661298e+18 -2.318306945842681e+16
-2.510400000000000e+04 -2.301200000000000e+04 1.131446090637450e+28 1.494678598915558e+24 -1.431860177504257e+20 1.181582838095705e+16
-2.301200000000000e+04 -2.092000000000000e+04 1.392286064077025e+28 1.050722943266087e+24 -6.902987883153904e+19 3.009116987039768e+15
-2.092000000000000e+04 -1.882800000000000e+04 1.584641641766268e+28 8.014098067316319e+23 -5.014466062087765e+19 3.146408003635153e+15
-1.882800000000000e+04 -1.673600000000000e+04 1.733231656706507e+28 6.329149707655433e+23 -3.039780399006343e+19 2.560392325386876e+15
-1.673600000000000e+04 -1.464400000000000e+04 1.854678162350597e+28 5.393469533849138e+23 -1.432878175593527e+19 -1.126655967076511e+15
-1.464400000000000e+04 -1.255200000000000e+04 1.960207088313413e+28 4.646030226771940e+23 -2.139967460530752e+19 2.297526331718418e+15
-1.255200000000000e+04 -1.046000000000000e+04 2.050140064741035e+28 4.052319079680405e+23 -6.980399347442725e+18 -1.702747264530075e+15
-1.046000000000000e+04 -8.368000000000000e+03 2.130300672310756e+28 3.536698807853971e+23 -1.766684117963344e+19 1.492327542725533e+15
-8.368000000000000e+03 -6.276000000000000e+03 2.197922891766268e+28 2.993451705906510e+23 -8.300993521488060e+18 2.052210456035261e+15
-6.276000000000000e+03 -4.184000000000000e+03 2.258791915670650e+28 2.915580892405307e+23 4.578679300589254e+18 -4.485008357685660e+15
-4.184000000000000e+03 -2.092000000000000e+03 2.317683432934927e+28 2.518298505828649e+23 -2.356923315224600e+19 -4.485008357685644e+15
