# n_intervals=19
# x_left  x_right  c0  c1  c2  c3
-4.184000000000000e+04 -3.974800000000000e+04 9.677916873433826e+12 7.313657961926414e+09 -1.485941276270788e+06 1.468852970758496e+02
-3.974800000000000e+04 -3.765600000000000e+04 1.981973837339417e+13 3.024994306354720e+09 -5.640891518227577e+05 1.468852970758498e+02
-3.765600000000000e+04 -3.556400000000000e+04 2.502412814186886e+13 2.593359939473588e+09 3.577629726252757e+05 -1.500420423646078e+02
-3.556400000000000e+04 -3.347200000000000e+04 3.064145458077039e+13 2.120279426252199e+09 -5.839008852550021e+05 4.910918516636450e+01
-3.347200000000000e+04 -3.138000000000000e+04 3.297128015995059e+13 3.220118651950555e+08 -2.756916391508981e+05 1.276311016989882e+02
-3.138000000000000e+04 -2.928800000000000e+04 3.360690900063734e+13 8.442368125855802e+08 5.253211551119518e+05 -4.257264027591840e+01
-2.928800000000000e+04 -2.719600000000000e+04 3.728232505951241e+13 2.483227642916466e+09 2.581352647402884e+05 -1.555282366408712e+02
-2.719600000000000e+04 -2.510400000000000e+04 4.218300846144040e+13 1.521274404663070e+09 -7.179599484178191e+05 6.378997714312956e+01
-2.510400000000000e+04 -2.301200000000000e+04 4.280742178290311e+13 -6.451464039338965e+08 -3.176140518675380e+05 1.505875185169202e+01
-2.301200000000000e+04 -2.092000000000000e+04 4.020562038856219e+13 -1.776331340856085e+09 -2.231053252463191e+05 6.396291454042937e+01
-2.092000000000000e+04 -1.882800000000000e+04 3.609873927312454e+13 -1.870009843222887e+09 1.783259264094153e+05 -4.572219082772987e+01
-1.882800000000000e+04 -1.673600000000000e+04 3.254850329394373e+13 -1.724198733601964e+09 -1.086265432254166e+05 2.537969407021673e+01
-1.673600000000000e+04 -1.464400000000000e+04 2.869844476744008e+13 -1.845472238169156e+09 5.065641675926372e+04 1.193587770545602e+01
-1.464400000000000e+04 -1.255200000000000e+04 2.516869250607472e+13 -1.476814973189404e+09 1.255659852387059e+05 -2.854956739754572e+01
-1.255200000000000e+04 -1.046000000000000e+04 2.236734324216071e+13 -1.326285352743456e+09 -5.361109974829132e+04 3.144353956590341e+01
-1.046000000000000e+04 -8.368000000000000e+03 1.964601053380083e+13 -1.137759637262051e+09 1.437285545673182e+05 -2.447084440929033e+01
-8.368000000000000e+03 -6.276000000000000e+03 1.767079586746697e+13 -8.576866737729732e+08 -9.850464945387885e+03 -6.616724958071884e+00
-6.276000000000000e+03 -4.184000000000000e+03 1.577282530057428e+13 -9.857745948351853e+08 -5.137703078224662e+04 2.534421794388296e+01
-4.184000000000000e+03 -2.092000000000000e+03 1.371777569869723e+13 -8.679819193094317e+08 1.076832810335631e+05 2.534421794388301e+01
