 # iter    flux_conservation    flux_mean[1/s]    flux_std[1/s]    time_step[s]
    470000    5.4562842936E-01    6.6796095044E+07    3.6445848426E+07    4.5259294807E-14
    480000    5.4465878448E-01    6.6793311450E+07    3.6379563826E+07    4.9785225367E-14
    490000    5.4360375877E-01    6.6790265863E+07    3.6307439572E+07    4.9785225367E-14
    500000    5.4256052752E-01    6.6787237506E+07    3.6236118813E+07    4.9785225367E-14
    510000    5.4152878323E-01    6.6784226545E+07    3.6165580940E+07    4.9785225367E-14
    520000    5.4050822224E-01    6.6781233106E+07    3.6095805585E+07    4.9785225367E-14
    530000    5.3949855354E-01    6.6778257306E+07    3.6026773225E+07    4.9785225367E-14
    540000    5.3849949798E-01    6.6775299252E+07    3.5958465124E+07    4.9785225367E-14
    550000    5.3751078748E-01    6.6772359041E+07    3.5890863290E+07    4.9785225367E-14
    560000    5.3653216441E-01    6.6769436760E+07    3.5823950421E+07    4.9785225367E-14
    570000    5.3556338099E-01    6.6766532488E+07    3.5757709876E+07    4.9785225367E-14
    580000    5.3460419866E-01    6.6763646293E+07    3.5692125626E+07    4.9785225367E-14
    590000    5.3365438760E-01    6.6760778235E+07    3.5627182225E+07    4.9785225367E-14
    600000    5.3271372628E-01    6.6757928365E+07    3.5562864778E+07    4.9785225367E-14
    610000    5.3178200093E-01    6.6755096725E+07    3.5499158909E+07    4.9785225367E-14
    620000    5.3085900522E-01    6.6752283350E+07    3.5436050735E+07    4.9785225367E-14
    630000    5.2994453981E-01    6.6749488266E+07    3.5373526842E+07    4.9785225367E-14
    640000    5.2903841204E-01    6.6746711491E+07    3.5311574256E+07    4.9785225367E-14
    650000    5.2814043558E-01    6.6743953035E+07    3.5250180428E+07    4.9785225367E-14
    660000    5.2725043013E-01    6.6741212901E+07    3.5189333210E+07    4.9785225367E-14
    670000    5.2636822116E-01    6.6738491087E+07    3.5129020836E+07    4.9785225367E-14
    680000    5.2549363957E-01    6.6735787581E+07    3.5069231906E+07    4.9785225367E-14
    690000    5.2462652155E-01    6.6733102367E+07    3.5009955367E+07    4.9785225367E-14
    700000    5.2376670824E-01    6.6730435420E+07    3.4951180499E+07    4.9785225367E-14
    710000    5.2291404559E-01    6.6727786712E+07    3.4892896903E+07    4.9785225367E-14
    720000    5.2206838412E-01    6.6725156206E+07    3.4835094481E+07    4.9785225367E-14
    730000    5.2122957874E-01    6.6722543862E+07    3.4777763430E+07    4.9785225367E-14
    740000    5.2039748856E-01    6.6719949633E+07    3.4720894226E+07    4.9785225367E-14
    750000    5.1957197673E-01    6.6717373467E+07    3.4664477614E+07    4.9785225367E-14
    760000    5.1875291026E-01    6.6714815306E+07    3.4608504598E+07    4.9785225367E-14
    770000    5.1794015991E-01    6.6712275089E+07    3.4552966427E+07    4.9785225367E-14
    780000    5.1713359999E-01    6.6709752748E+07    3.4497854593E+07    4.9785225367E-14
    790000    5.1633310827E-01    6.6707248214E+07    3.4443160814E+07    4.9785225367E-14
    800000    5.1553856584E-01    6.6704761408E+07    3.4388877031E+07    4.9785225367E-14
    810000    5.1474985698E-01    6.6702292253E+07    3.4334995398E+07    4.9785225367E-14
    820000    5.1396686905E-01    6.6699840662E+07    3.4281508271E+07    5.4763749090E-14
    830000    5.1311206689E-01    6.6697164119E+07    3.4223119737E+07    5.4763749090E-14
    840000    5.1226390464E-01    6.6694508575E+07    3.4165189381E+07    5.4763749090E-14
    850000    5.1142225216E-01    6.6691873926E+07    3.4107708364E+07    5.4763749090E-14
    860000    5.1058697539E-01    6.6689260039E+07    3.4050667574E+07    5.4763749090E-14
    870000    5.0975794402E-01    6.6686666774E+07    3.3994058148E+07    5.4763749090E-14
    880000    5.0893503135E-01    6.6684093987E+07    3.3937871464E+07    5.4763749090E-14
    890000    5.0811811415E-01    6.6681541530E+07    3.3882099131E+07    5.4763749090E-14
    900000    5.0730707253E-01    6.6679009247E+07    3.3826732981E+07    5.4763749090E-14
    910000    5.0650178986E-01    6.6676496982E+07    3.3771765063E+07    5.4763749090E-14
    920000    5.0570215261E-01    6.6674004570E+07    3.3717187634E+07    5.4763749090E-14
    930000    5.0490805028E-01    6.6671531844E+07    3.3662993153E+07    5.4763749090E-14
    940000    5.0411937528E-01    6.6669078634E+07    3.3609174271E+07    5.4763749090E-14
    950000    5.0333602284E-01    6.6666644762E+07    3.3555723831E+07    5.4763749090E-14
    960000    5.0255789091E-01    6.6664230049E+07    3.3502634853E+07    5.4763749090E-14
    970000    5.0178488008E-01    6.6661834310E+07    3.3449900536E+07    5.4763749090E-14
    980000    5.0101689349E-01    6.6659457359E+07    3.3397514247E+07    5.4763749090E-14
    990000    5.0025383673E-01    6.6657099001E+07    3.3345469521E+07    5.4763749090E-14
   1000000    4.9949561781E-01    6.6654759043E+07    3.3293760048E+07    5.4763749090E-14
   1010000    4.9874214702E-01    6.6652437284E+07    3.3242379676E+07    5.4763749090E-14
   1020000    4.9799333693E-01    6.6650133522E+07    3.3191322399E+07    5.4763749090E-14
   1030000    4.9724910225E-01    6.6647847549E+07    3.3140582360E+07    5.4763749090E-14
   1040000    4.9650935981E-01    6.6645579154E+07    3.3090153840E+07    5.4763749090E-14
   1050000    4.9577402848E-01    6.6643328125E+07    3.3040031256E+07    5.4763749090E-14
   1060000    4.9504302912E-01    6.6641094244E+07    3.2990209159E+07    5.4763749090E-14
   1070000    4.9431628450E-01    6.6638877289E+07    3.2940682225E+07    5.4763749090E-14
   1080000    4.9359371925E-01    6.6636677037E+07    3.2891445258E+07    5.4763749090E-14
   1090000    4.9287525983E-01    6.6634493261E+07    3.2842493179E+07    5.4763749090E-14
   1100000    4.9216083443E-01    6.6632325729E+07    3.2793821031E+07    5.4763749090E-14
   1110000    4.9145037296E-01    6.6630174208E+07    3.2745423965E+07    5.4763749090E-14
   1120000    4.9074380699E-01    6.6628038460E+07    3.2697297246E+07    5.4763749090E-14
   1130000    4.9004106968E-01    6.6625918246E+07    3.2649436245E+07    5.4763749090E-14
   1140000    4.8934209578E-01    6.6623813321E+07    3.2601836439E+07    6.0240125305E-14
   1150000    4.8857750207E-01    6.6621515291E+07    3.2549773525E+07    6.0240125305E-14
   1160000    4.8781729522E-01    6.6619235111E+07    3.2498015082E+07    6.0240125305E-14
   1170000    4.8706140150E-01    6.6616972466E+07    3.2446555973E+07    6.0240125305E-14
   1180000    4.8630974224E-01    6.6614727015E+07    3.2395390724E+07    6.0240125305E-14
   1190000    4.8556224075E-01    6.6612498413E+07    3.2344513991E+07    6.0240125305E-14
   1200000    4.8481882222E-01    6.6610286311E+07    3.2293920557E+07    6.0240125305E-14
   1210000    4.8407941372E-01    6.6608090358E+07    3.2243605330E+07    6.0240125305E-14
   1220000    4.8334394410E-01    6.6605910196E+07    3.2193563335E+07    6.0240125305E-14
   1230000    4.8261234396E-01    6.6603745465E+07    3.2143789716E+07    6.0240125305E-14
   1240000    4.8188454558E-01    6.6601595801E+07    3.2094279727E+07    6.0240125305E-14
   1250000    4.8116048288E-01    6.6599460835E+07    3.2045028735E+07    6.0240125305E-14
   1260000    4.8044009138E-01    6.6597340197E+07    3.1996032209E+07    6.0240125305E-14
   1270000    4.7972330812E-01    6.6595233511E+07    3.1947285725E+07    6.0240125305E-14
   1280000    4.7901007168E-01    6.6593140398E+07    3.1898784956E+07    6.0240125305E-14
   1290000    4.7830032207E-01    6.6591060477E+07    3.1850525673E+07    6.0240125305E-14
   1300000    4.7759400070E-01    6.6588993363E+07    3.1802503743E+07    6.0240125305E-14
   1310000    4.7689105039E-01    6.6586938668E+07    3.1754715123E+07    6.0240125305E-14
   1320000    4.7619141525E-01    6.6584896000E+07    3.1707155860E+07    6.0240125305E-14
   1330000    4.7549504073E-01    6.6582864964E+07    3.1659822088E+07    6.0240125305E-14
   1340000    4.7480187349E-01    6.6580845163E+07    3.1612710022E+07    6.0240125305E-14
   1350000    4.7411186138E-01    6.6578836197E+07    3.1565815958E+07    6.0240125305E-14
   1360000    4.7342495306E-01    6.6576837660E+07    3.1519136244E+07    6.0240125305E-14
   1370000    4.7274109828E-01    6.6574849143E+07    3.1472667301E+07    6.0240125305E-14
   1380000    4.7206024793E-01    6.6572870235E+07    3.1426405629E+07    6.0240125305E-14
   1390000    4.7138235406E-01    6.6570900522E+07    3.1380347800E+07    6.0240125305E-14
   1400000    4.7070736979E-01    6.6568939590E+07    3.1334490464E+07    6.0240125305E-14
   1410000    4.7003524929E-01    6.6566987020E+07    3.1288830339E+07    6.0240125305E-14
   1420000    4.6936594778E-01    6.6565042394E+07    3.1243364213E+07    6.0240125305E-14
   1430000    4.6869942148E-01    6.6563105289E+07    3.1198088941E+07    6.0240125305E-14
   1440000    4.6803562756E-01    6.6561175282E+07    3.1153001445E+07    6.0240125305E-14
   1450000    4.6737452416E-01    6.6559251949E+07    3.1108098708E+07    6.0240125305E-14
   1460000    4.6671607030E-01    6.6557334862E+07    3.1063377776E+07    6.0240125305E-14
   1470000    4.6606022593E-01    6.6555423593E+07    3.1018835756E+07    6.6264139272E-14
   1480000    4.6534177080E-01    6.6553327421E+07    3.0970043235E+07    6.6264139272E-14
   1490000    4.6462636817E-01    6.6551237176E+07    3.0921459626E+07    6.6264139272E-14
   1500000    4.6391397477E-01    6.6549152298E+07    3.0873081760E+07    6.6264139272E-14
   1510000    4.6320454194E-01    6.6547072209E+07    3.0824906100E+07    6.6264139272E-14
   1520000    4.6249802214E-01    6.6544996329E+07    3.0776929185E+07    6.6264139272E-14
   1530000    4.6179436890E-01    6.6542924076E+07    3.0729147628E+07    6.6264139272E-14
   1540000    4.6109353681E-01    6.6540854866E+07    3.0681558113E+07    6.6264139272E-14
   1550000    4.6039548150E-01    6.6538788114E+07    3.0634157392E+07    6.6264139272E-14
   1560000    4.5970015957E-01    6.6536723233E+07    3.0586942287E+07    6.6264139272E-14
   1570000    4.5900752856E-01    6.6534659636E+07    3.0539909683E+07    6.6264139272E-14
   1580000    4.5831754698E-01    6.6532596733E+07    3.0493056529E+07    6.6264139272E-14
   1590000    4.5763017479E-01    6.6530533960E+07    3.0446379885E+07    6.6264139272E-14
   1600000    4.5694537788E-01    6.6528470961E+07    3.0399877303E+07    6.6264139272E-14
   1610000    4.5626312555E-01    6.6526407483E+07    3.0353546610E+07    6.6264139272E-14
   1620000    4.5558338798E-01    6.6524343268E+07    3.0307385689E+07    6.6264139272E-14
   1630000    4.5490613616E-01    6.6522278056E+07    3.0261392479E+07    6.6264139272E-14
   1640000    4.5423134189E-01    6.6520211583E+07    3.0215564970E+07    6.6264139272E-14
   1650000    4.5355897770E-01    6.6518143580E+07    3.0169901200E+07    6.6264139272E-14
   1660000    4.5288901683E-01    6.6516073774E+07    3.0124399255E+07    6.6264139272E-14
   1670000    4.5222143322E-01    6.6514001889E+07    3.0079057264E+07    6.6264139272E-14
   1680000    4.5155620147E-01    6.6511927647E+07    3.0033873401E+07    6.6264139272E-14
   1690000    4.5089329678E-01    6.6509850764E+07    2.9988845879E+07    6.6264139272E-14
   1700000    4.5023269496E-01    6.6507770953E+07    2.9943972952E+07    6.6264139272E-14
   1710000    4.4957437240E-01    6.6505687926E+07    2.9899252910E+07    6.6264139272E-14
   1720000    4.4891830601E-01    6.6503601390E+07    2.9854684080E+07    6.6264139272E-14
   1730000    4.4826447324E-01    6.6501511048E+07    2.9810264820E+07    6.6264139272E-14
   1740000    4.4761285204E-01    6.6499416604E+07    2.9765993525E+07    6.6264139272E-14
   1750000    4.4696342079E-01    6.6497317755E+07    2.9721868617E+07    6.6264139272E-14
   1760000    4.4631615838E-01    6.6495214199E+07    2.9677888552E+07    6.6264139272E-14
   1770000    4.4567104410E-01    6.6493105628E+07    2.9634051810E+07    6.6264139272E-14
   1780000    4.4502805764E-01    6.6490991735E+07    2.9590356902E+07    6.6264139272E-14
   1790000    4.4438717912E-01    6.6488872208E+07    2.9546802363E+07    6.6264139272E-14
   1800000    4.4374838900E-01    6.6486746736E+07    2.9503386754E+07    7.2890554779E-14
   1810000    4.4304811544E-01    6.6484401494E+07    2.9455788788E+07    7.2890554779E-14
   1820000    4.4235031425E-01    6.6482048234E+07    2.9408354928E+07    7.2890554779E-14
   1830000    4.4165496725E-01    6.6479686552E+07    2.9361083787E+07    7.2890554779E-14
   1840000    4.4096205034E-01    6.6477316023E+07    2.9313973575E+07    7.2890554779E-14
   1850000    4.4027153985E-01    6.6474936217E+07    2.9267022530E+07    7.2890554779E-14
   1860000    4.3958341253E-01    6.6472546706E+07    2.9220228920E+07    7.2890554779E-14
   1870000    4.3889764549E-01    6.6470147055E+07    2.9173591038E+07    7.2890554779E-14
   1880000    4.3821421625E-01    6.6467736833E+07    2.9127107202E+07    7.2890554779E-14
   1890000    4.3753310266E-01    6.6465315603E+07    2.9080775755E+07    7.2890554779E-14
   1900000    4.3685428294E-01    6.6462882930E+07    2.9034595065E+07    7.2890554779E-14
   1910000    4.3617773561E-01    6.6460438377E+07    2.8988563519E+07    7.2890554779E-14
   1920000    4.3550343951E-01    6.6457981505E+07    2.8942679528E+07    7.2890554779E-14
   1930000    4.3483137377E-01    6.6455511877E+07    2.8896941524E+07    7.2890554779E-14
   1940000    4.3416151781E-01    6.6453029054E+07    2.8851347958E+07    7.2890554779E-14
   1950000    4.3349385133E-01    6.6450532597E+07    2.8805897299E+07    7.2890554779E-14
   1960000    4.3282835429E-01    6.6448022067E+07    2.8760588037E+07    7.2890554779E-14
   1970000    4.3216500688E-01    6.6445497025E+07    2.8715418679E+07    7.2890554779E-14
   1980000    4.3150378951E-01    6.6442957042E+07    2.8670387750E+07    7.2890554779E-14
   1990000    4.3084468195E-01    6.6440401838E+07    2.8625493799E+07    7.2890554779E-14
   2000000    4.3018766350E-01    6.6437831269E+07    2.8580735402E+07    7.2890554779E-14
   2010000    4.2953271367E-01    6.6435245200E+07    2.8536111154E+07    7.2890554779E-14
   2020000    4.2887981225E-01    6.6432643502E+07    2.8491619673E+07    7.2890554779E-14
   2030000    4.2822893927E-01    6.6430026054E+07    2.8447259593E+07    7.2890554779E-14
   2040000    4.2758007499E-01    6.6427392740E+07    2.8403029569E+07    7.2890554779E-14
   2050000    4.2693319993E-01    6.6424743452E+07    2.8358928277E+07    7.2890554779E-14
   2060000    4.2628829480E-01    6.6422078090E+07    2.8314954406E+07    7.2890554779E-14
   2070000    4.2564534058E-01    6.6419396558E+07    2.8271106669E+07    7.2890554779E-14
   2080000    4.2500431843E-01    6.6416698768E+07    2.8227383792E+07    7.2890554779E-14
   2090000    4.2436520976E-01    6.6413984639E+07    2.8183784523E+07    7.2890554779E-14
   2100000    4.2372799618E-01    6.6411254097E+07    2.8140307622E+07    7.2890554779E-14
   2110000    4.2309265948E-01    6.6408507075E+07    2.8096951871E+07    7.2890554779E-14
   2120000    4.2245918171E-01    6.6405743512E+07    2.8053716065E+07    7.2890554779E-14
   2130000    4.2182754507E-01    6.6402963355E+07    2.8010599017E+07    7.2890554779E-14
   2140000    4.2119773199E-01    6.6400166555E+07    2.7967599557E+07    7.2890554779E-14
   2150000    4.2056972509E-01    6.6397353074E+07    2.7924716529E+07    7.2890554779E-14
   2160000    4.1994350725E-01    6.6394522874E+07    2.7881948798E+07    8.0179611995E-14
   2170000    4.1925672064E-01    6.6391390307E+07    2.7835036578E+07    8.0179611995E-14
   2180000    4.1857205138E-01    6.6388237341E+07    2.7788260692E+07    8.0179611995E-14
   2190000    4.1788948474E-01    6.6385063938E+07    2.7741620164E+07    8.0179611995E-14
   2200000    4.1720899999E-01    6.6381870040E+07    2.7695113617E+07    8.0179611995E-14
   2210000    4.1653057669E-01    6.6378655597E+07    2.7648739696E+07    8.0179611995E-14
   2220000    4.1585419469E-01    6.6375420568E+07    2.7602497068E+07    8.0179611995E-14
   2230000    4.1517983412E-01    6.6372164920E+07    2.7556384422E+07    8.0179611995E-14
   2240000    4.1450747536E-01    6.6368888629E+07    2.7510400468E+07    8.0179611995E-14
   2250000    4.1383709910E-01    6.6365591678E+07    2.7464543940E+07    8.0179611995E-14
   2260000    4.1316868628E-01    6.6362274058E+07    2.7418813591E+07    8.0179611995E-14
   2270000    4.1250221810E-01    6.6358935770E+07    2.7373208196E+07    8.0179611995E-14
   2280000    4.1183767604E-01    6.6355576820E+07    2.7327726550E+07    8.0179611995E-14
   2290000    4.1117504183E-01    6.6352197223E+07    2.7282367469E+07    8.0179611995E-14
   2300000    4.1051429746E-01    6.6348797003E+07    2.7237129789E+07    8.0179611995E-14
   2310000    4.0985542520E-01    6.6345376189E+07    2.7192012368E+07    8.0179611995E-14
   2320000    4.0919840755E-01    6.6341934820E+07    2.7147014082E+07    8.0179611995E-14
   2330000    4.0854322726E-01    6.6338472938E+07    2.7102133826E+07    8.0179611995E-14
   2340000    4.0788986736E-01    6.6334990597E+07    2.7057370516E+07    8.0179611995E-14
   2350000    4.0723831110E-01    6.6331487856E+07    2.7012723088E+07    8.0179611995E-14
   2360000    4.0658854200E-01    6.6327964779E+07    2.6968190493E+07    8.0179611995E-14
   2370000    4.0594054380E-01    6.6324421440E+07    2.6923771707E+07    8.0179611995E-14
   2380000    4.0529430050E-01    6.6320857917E+07    2.6879465718E+07    8.0179611995E-14
   2390000    4.0464979633E-01    6.6317274295E+07    2.6835271537E+07    8.0179611995E-14
   2400000    4.0400701578E-01    6.6313670666E+07    2.6791188191E+07    8.0179611995E-14
   2410000    4.0336594354E-01    6.6310047128E+07    2.6747214726E+07    8.0179611995E-14
   2420000    4.0272656457E-01    6.6306403785E+07    2.6703350205E+07    8.0179611995E-14
   2430000    4.0208886404E-01    6.6302740745E+07    2.6659593709E+07    8.0179611995E-14
   2440000    4.0145282736E-01    6.6299058124E+07    2.6615944335E+07    8.0179611995E-14
   2450000    4.0081844016E-01    6.6295356043E+07    2.6572401199E+07    8.0179611995E-14
   2460000    4.0018568831E-01    6.6291634628E+07    2.6528963433E+07    8.0179611995E-14
   2470000    3.9955455789E-01    6.6287894010E+07    2.6485630185E+07    8.0179611995E-14
   2480000    3.9892503521E-01    6.6284134326E+07    2.6442400620E+07    8.0179611995E-14
   2490000    3.9829710679E-01    6.6280355717E+07    2.6399273919E+07    8.0179611995E-14
   2500000    3.9767075939E-01    6.6276558330E+07    2.6356249280E+07    8.0179611995E-14
   2510000    3.9704597995E-01    6.6272742314E+07    2.6313325916E+07    8.0179611995E-14
   2520000    3.9642275567E-01    6.6268907826E+07    2.6270503055E+07    8.0179611995E-14
   2530000    3.9580107391E-01    6.6265055025E+07    2.6227779942E+07    8.0179611995E-14
   2540000    3.9518092229E-01    6.6261184074E+07    2.6185155834E+07    8.0179611995E-14
   2550000    3.9456228859E-01    6.6257295143E+07    2.6142630007E+07    8.0179611995E-14
   2560000    3.9394516083E-01    6.6253388402E+07    2.6100201750E+07    8.0179611995E-14
   2570000    3.9332952723E-01    6.6249464027E+07    2.6057870365E+07    8.0179611995E-14
   2580000    3.9271537618E-01    6.6245522197E+07    2.6015635170E+07    8.0179611995E-14
   2590000    3.9210269631E-01    6.6241563095E+07    2.5973495497E+07    8.0179611995E-14
   2600000    3.9149147641E-01    6.6237586907E+07    2.5931450692E+07    8.0179611995E-14
   2610000    3.9088170427E-01    6.6233593800E+07    2.5889500024E+07    8.0179611995E-14
   2620000    3.9027336532E-01    6.6229583902E+07    2.5847642593E+07    8.0179611995E-14
   2630000    3.8966644501E-01    6.6225557337E+07    2.5805877496E+07    8.0179611995E-14
   2640000    3.8906092906E-01    6.6221514235E+07    2.5764203852E+07    8.0179611995E-14
   2650000    3.8845680352E-01    6.6217454729E+07    2.5722620801E+07    8.0179611995E-14
   2660000    3.8785405470E-01    6.6213378957E+07    2.5681127504E+07    8.0179611995E-14
   2670000    3.8725266924E-01    6.6209287058E+07    2.5639723142E+07    8.0179611995E-14
   2680000    3.8665263403E-01    6.6205179177E+07    2.5598406915E+07    8.0179611995E-14
   2690000    3.8605393624E-01    6.6201055461E+07    2.5557178044E+07    8.0179611995E-14
   2700000    3.8545656333E-01    6.6196916060E+07    2.5516035768E+07    8.0179611995E-14
   2710000    3.8486050302E-01    6.6192761125E+07    2.5474979343E+07    8.0179611995E-14
   2720000    3.8426574329E-01    6.6188590813E+07    2.5434008046E+07    8.0179611995E-14
   2730000    3.8367227238E-01    6.6184405281E+07    2.5393121171E+07    8.0179611995E-14
   2740000    3.8308007879E-01    6.6180204689E+07    2.5352318027E+07    8.0179611995E-14
   2750000    3.8248915125E-01    6.6175989199E+07    2.5311597942E+07    8.0179611995E-14
   2760000    3.8189947876E-01    6.6171758975E+07    2.5270960261E+07    8.0179611995E-14
   2770000    3.8131105055E-01    6.6167514184E+07    2.5230404345E+07    8.0179611995E-14
   2780000    3.8072385609E-01    6.6163254991E+07    2.5189929572E+07    8.0179611995E-14
   2790000    3.8013788605E-01    6.6158981537E+07    2.5149535385E+07    8.0179611995E-14
   2800000    3.7955313279E-01    6.6154693931E+07    2.5109221330E+07    8.0179611995E-14
   2810000    3.7896958923E-01    6.6150392298E+07    2.5068986997E+07    8.0179611995E-14
   2820000    3.7838724849E-01    6.6146076771E+07    2.5028831988E+07    8.0179611995E-14
   2830000    3.7780610388E-01    6.6141747479E+07    2.4988755919E+07    8.0179611995E-14
   2840000    3.7722614886E-01    6.6137404556E+07    2.4948758416E+07    8.0179611995E-14
   2850000    3.7664737710E-01    6.6133048133E+07    2.4908839119E+07    8.0179611995E-14
   2860000    3.7606978241E-01    6.6128678346E+07    2.4868997677E+07    8.0179611995E-14
   2870000    3.7549335880E-01    6.6124295329E+07    2.4829233751E+07    8.0179611995E-14
   2880000    3.7491810042E-01    6.6119899216E+07    2.4789547014E+07    8.0179611995E-14
   2890000    3.7434400161E-01    6.6115490144E+07    2.4749937149E+07    8.0179611995E-14
   2900000    3.7377105685E-01    6.6111068247E+07    2.4710403848E+07    8.0179611995E-14
   2910000    3.7319926079E-01    6.6106633663E+07    2.4670946816E+07    8.0179611995E-14
   2920000    3.7262860823E-01    6.6102186526E+07    2.4631565766E+07    8.0179611995E-14
   2930000    3.7205909416E-01    6.6097726974E+07    2.4592260424E+07    8.0179611995E-14
   2940000    3.7149071367E-01    6.6093255143E+07    2.4553030522E+07    8.0179611995E-14
   2950000    3.7092346205E-01    6.6088771169E+07    2.4513875805E+07    8.0179611995E-14
   2960000    3.7035733434E-01    6.6084275200E+07    2.4474796005E+07    8.0179611995E-14
   2970000    3.6979232382E-01    6.6079767444E+07    2.4435790760E+07    8.0179611995E-14
   2980000    3.6922842336E-01    6.6075248126E+07    2.4396859689E+07    8.0179611995E-14
   2990000    3.6866562597E-01    6.6070717473E+07    2.4358002415E+07    8.0179611995E-14
   3000000    3.6810392484E-01    6.6066175707E+07    2.4319218577E+07    8.0179611995E-14
   3010000    3.6754331332E-01    6.6061623052E+07    2.4280507820E+07    8.0179611995E-14
   3020000    3.6698378490E-01    6.6057059728E+07    2.4241869799E+07    8.0179611995E-14
   3030000    3.6642533324E-01    6.6052485956E+07    2.4203304178E+07    8.0179611995E-14
   3040000    3.6586795215E-01    6.6047901955E+07    2.4164810632E+07    8.0179611995E-14
   3050000    3.6531163558E-01    6.6043307941E+07    2.4126388843E+07    8.0179611995E-14
   3060000    3.6475637764E-01    6.6038704132E+07    2.4088038503E+07    8.0179611995E-14
   3070000    3.6420217257E-01    6.6034090740E+07    2.4049759311E+07    8.0179611995E-14
   3080000    3.6364901477E-01    6.6029467981E+07    2.4011550977E+07    8.0179611995E-14
   3090000    3.6309689875E-01    6.6024836064E+07    2.3973413216E+07    8.0179611995E-14
   3100000    3.6254581920E-01    6.6020195201E+07    2.3935345753E+07    8.0179611995E-14
   3110000    3.6199577091E-01    6.6015545599E+07    2.3897348321E+07    8.0179611995E-14
