# n_intervals=19
# x_left  x_right  c0  c1  c2  c3
-4.184000000000000e+04 -3.974800000000000e+04 2.301558241397449e+46 4.401093151572528e+43 -9.221924642649512e+39 7.614087695503533e+35
-3.974800000000000e+04 -3.765600000000000e+04 8.169815565641452e+46 1.542323301854397e+43 -4.443323204951488e+39 7.614087695503489e+35
-3.765600000000000e+04 -3.556400000000000e+04 1.014886408051849e+47 6.829202936691141e+42 3.352782327465016e+38 -5.546752235843341e+35
-3.556400000000000e+04 -3.347200000000000e+04 1.121643026833346e+47 9.494586193761359e+41 -3.145863470468780e+39 2.926326565447557e+35
-3.347200000000000e+04 -3.138000000000000e+04 1.030620285191993e+47 -8.370745281287778e+42 -1.309300917993895e+39 4.310068697370514e+35
-3.138000000000000e+04 -2.928800000000000e+04 8.376643147281428e+46 -8.190002174703548e+42 1.395698196475839e+39 -2.474567199539775e+35
-2.928800000000000e+04 -2.719600000000000e+04 7.047556432297040e+46 -5.599357199958628e+42 -1.573401779553225e+38 1.005681426282369e+35
-2.719600000000000e+04 -2.510400000000000e+04 5.899387337033043e+46 -4.937269937245665e+42 4.738254851794916e+38 -1.064719915428535e+35
-2.510400000000000e+04 -2.301200000000000e+04 4.976397384669628e+46 -4.352696621241480e+42 -1.943927337434559e+38 1.324568277043061e+35
-2.301200000000000e+04 -2.092000000000000e+04 4.102009650346967e+46 -3.426958205217804e+42 6.369063169287698e+38 -1.300102090487717e+35
-2.092000000000000e+04 -1.882800000000000e+04 3.544798088653936e+46 -2.469097173791102e+42 -1.790377550613206e+38 5.420916380657174e+34
-1.882800000000000e+04 -1.673600000000000e+04 2.999539270679682e+46 -2.506457779358974e+42 1.611789569887236e+38 -2.224387009441936e+34
-1.673600000000000e+04 -1.464400000000000e+04 2.525362178812336e+46 -2.124133513384864e+42 2.157642827614814e+37 5.274264751794629e+34
-1.464400000000000e+04 -1.255200000000000e+04 2.138725155540301e+46 -1.341378843096516e+42 3.525892840987795e+38 -9.081178431543522e+34
-1.255200000000000e+04 -1.046000000000000e+04 1.929274834018008e+46 -1.058448792924023e+42 -2.173454742648921e+38 8.624873475054573e+34
-1.046000000000000e+04 -8.368000000000000e+03 1.691692451946910e+46 -8.354288092043943e+41 3.239515850295329e+38 -1.179148145229308e+35
-8.368000000000000e+03 -6.276000000000000e+03 1.550739342402962e+46 -1.028165199919681e+42 -4.160817909163808e+38 1.314382104623001e+35
-6.276000000000000e+03 -4.184000000000000e+03 1.273889562228270e+46 -1.043347624175779e+42 4.088244179450147e+38 -8.257800148029216e+34
-4.184000000000000e+03 -2.092000000000000e+03 1.158936967076171e+46 -4.170252115051741e+41 -1.094351193452990e+38 -8.257800148029205e+34
