# n_intervals=19
# x_left  x_right  c0  c1  c2  c3
-4.184000000000000e+04 -3.974800000000000e+04 6.658366533864541e+25 3.636120457480709e+22 -2.438368069580060e+18 2.403368232078744e+15
-3.974800000000000e+04 -3.765600000000000e+04 1.539840637450199e+26 5.771383621099291e+22 1.264517095494613e+19 2.403368232078740e+15
-3.765600000000000e+04 -3.556400000000000e+04 3.520667330677291e+26 1.421759951257963e+23 2.772870997947232e+19 4.407436745887996e+15
-3.556400000000000e+04 -3.347200000000000e+04 8.112051792828685e+26 3.160598824318763e+23 5.538978299666530e+19 1.256522805058760e+16
-3.347200000000000e+04 -3.138000000000000e+04 1.829855577689242e+27 7.127845391354844e+23 1.342491542421528e+20 -6.713935663343239e+14
-3.138000000000000e+04 -2.928800000000000e+04 3.902390438247011e+27 1.265668011165970e+24 1.300354882198391e+20 -2.472378506733113e+16
-2.928800000000000e+04 -2.719600000000000e+04 6.892903386454183e+27 1.485128228005041e+24 -2.513098686273065e+19 -1.172365525608677e+16
-2.719600000000000e+04 -2.510400000000000e+04 9.782470119521911e+27 1.226055713441352e+24 -9.870864724993093e+19 8.056260215256365e+15
-2.510400000000000e+04 -2.301200000000000e+04 1.198914342629482e+28 9.188325317677460e+23 -4.814755813898161e+19 2.999555840363626e+15
-2.301200000000000e+04 -2.092000000000000e+04 1.372808764940239e+28 7.567654929682705e+23 -2.932234568485917e+19 -6.766097429218330e+14
-2.092000000000000e+04 -1.882800000000000e+04 1.517671812749004e+28 6.251973240769799e+23 -3.356874843143669e+19 4.735611372542023e+15
-1.882800000000000e+04 -1.673600000000000e+04 1.638107569721115e+28 5.469213787096111e+23 -3.848051457362952e+18 -4.267531659875964e+15
-1.673600000000000e+04 -1.464400000000000e+04 1.746932270916334e+28 4.747910353770823e+23 -3.063108015474443e+19 5.075631721364413e+15
-1.464400000000000e+04 -1.255200000000000e+04 1.837500000000000e+28 4.132705545270598e+23 1.223584528538527e+18 -4.381073909401752e+15
-1.255200000000000e+04 -1.046000000000000e+04 1.920480577689243e+28 3.608691954569569e+23 -2.627203532686702e+19 5.282250224729472e+15
-1.046000000000000e+04 -8.368000000000000e+03 1.989312749003983e+28 3.202997334919065e+23 6.879367083535014e+18 -2.540205879659226e+15
-8.368000000000000e+03 -6.276000000000000e+03 2.057004482071713e+28 3.157316466146662e+23 -9.062965017206288e+18 -8.980728847576039e+14
-6.276000000000000e+03 -4.184000000000000e+03 2.118266932270916e+28 2.660210500341217e+23 -1.469927044194509e+19 -4.790971483179754e+14
-4.184000000000000e+03 -2.092000000000000e+03 2.167046812749003e+28 1.982290482386746e+23 -1.770608414478872e+19 -4.790971483179908e+14
