-1.000000000000000000e+01 3.843376494023904053e+26 4.282719732171393729e+24 3.553638642576720215e+12 3.686280994141984253e+11
-9.500000000000000000e+00 8.598107569721113875e+26 1.534211688840109514e+25 3.934036767965662109e+12 3.269466287371411133e+11
-9.000000000000000000e+00 1.815944555112881493e+27 2.453159094149428061e+25 3.742437297591052246e+12 2.930223726168315430e+11
-8.500000000000000000e+00 3.465056440903053190e+27 2.658477383125149382e+25 3.440976690810882812e+12 1.005009893544195251e+11
-8.000000000000000000e+00 5.591384462151393074e+27 3.985001722530866362e+25 3.174401176127867188e+12 1.316626462144712677e+11
-7.500000000000000000e+00 7.791210159362547688e+27 5.524001065599719506e+25 2.778661962560148926e+12 1.213035218488224487e+11
-7.000000000000000000e+00 9.523613877822043415e+27 5.797485065538142209e+25 2.413264530984384277e+12 1.077163187083106384e+11
-6.500000000000000000e+00 1.093243691899070097e+28 5.640227794567864270e+25 2.024286643446964111e+12 6.780556742631484985e+10
-6.000000000000000000e+00 1.208129980079680996e+28 6.747210960276808896e+25 1.785634985583607666e+12 6.443397327265918732e+10
-5.500000000000000000e+00 1.296837649402390263e+28 8.069566943862046788e+25 1.608551094091228516e+12 6.534324146555500793e+10
-5.000000000000000000e+00 1.374929448871181718e+28 5.542231239463711467e+25 1.444199122892662109e+12 8.120979458158323669e+10
-4.500000000000000000e+00 1.440662350597609241e+28 9.145228548000074041e+25 1.156723195973677246e+12 7.137634862005059814e+10
-4.000000000000000000e+00 1.508055278884461682e+28 5.204546467805038585e+25 1.073405654636487915e+12 9.267917073186523438e+10
-3.500000000000000000e+00 1.555046480743691616e+28 5.962100615708651730e+25 8.893393347013118896e+11 3.847687569170075989e+10
-3.000000000000000000e+00 1.610516268260291820e+28 8.793023476934399061e+25 7.596683393893560791e+11 3.491528060982985687e+10
-2.500000000000000000e+00 1.655644090305444595e+28 1.204640921114585798e+26 6.728415455251558838e+11 6.873354773202812195e+10
-2.000000000000000000e+00 1.690944555112881526e+28 9.191644164893646928e+25 5.673580024757248535e+11 6.541784229519146729e+10
-1.500000000000000000e+00 1.731731407702522826e+28 8.945267007613981383e+25 5.874645328660737305e+11 5.594502691893577576e+10
-1.000000000000000000e+00 1.764599933598937244e+28 1.112841782175221484e+26 4.656754193995976562e+11 3.014462357106877518e+10
-5.000000000000000000e-01 1.787147244355909259e+28 1.424672210110182579e+26 4.150679856444916992e+11 4.295505825910588837e+10
