# n_intervals=19
# x_left  x_right  c0  c1  c2  c3
-4.184000000000000e+04 -3.974800000000000e+04 3.553638642576720e+12 4.009645646010318e+08 -1.244452637320304e+05 9.416185096991857e+00
-3.974800000000000e+04 -3.765600000000000e+04 3.934036767965662e+12 3.914366429180488e+06 -6.534928606330956e+04 9.416185096991885e+00
-3.765600000000000e+04 -3.556400000000000e+04 3.742437297591052e+12 -1.458782611767422e+08 -6.253308394588516e+03 3.395104782814821e+00
-3.556400000000000e+04 -3.347200000000000e+04 3.440976690810883e+12 -1.274664419250499e+08 1.505436922235728e+04 -7.186955664277114e+00
-3.347200000000000e+04 -3.138000000000000e+04 3.174401176127867e+12 -1.588393193016217e+08 -3.005096452664587e+04 7.434781361568787e+00
-3.138000000000000e+04 -2.928800000000000e+04 2.778661962560149e+12 -1.869583959507777e+08 1.660972329855987e+04 -5.130468209716031e+00
-2.928800000000000e+04 -2.719600000000000e+04 2.413264530984384e+12 -1.848232419385032e+08 -1.558909518561786e+04 7.197531240404127e+00
-2.719600000000000e+04 -2.510400000000000e+04 2.024286643446964e+12 -1.555488071076162e+08 2.958261087915846e+04 -4.665009283246863e+00
-2.510400000000000e+04 -2.301200000000000e+04 1.785634985583608e+12 -9.302389875260438e+07 3.050126175011292e+02 1.768021093804097e+00
-2.301200000000000e+04 -2.092000000000000e+04 1.608551094091229e+12 -6.853468395615688e+07 1.140111300221565e+04 -7.741083250875221e+00
-2.092000000000000e+04 -1.882800000000000e+04 1.444199122892662e+12 -1.224681436602617e+08 -3.718192548027727e+04 1.435769623484651e+01
-1.882800000000000e+04 -1.673600000000000e+04 1.156723195973677e+12 -8.952949778551792e+07 5.292697608961936e+04 -1.394287186982841e+01
-1.673600000000000e+04 -1.464400000000000e+04 1.073405654636488e+12 -5.114446021130065e+07 -3.457848776542372e+04 8.110850227044210e+00
-1.464400000000000e+04 -1.255200000000000e+04 8.893393347013119e+11 -8.933032093768106e+07 1.632520825950576e+04 -1.555191159274014e+00
-1.255200000000000e+04 -1.046000000000000e+04 7.596683393893561e+11 -4.144436394495193e+07 6.564828543902064e+03 -3.151736410230842e+00
-1.046000000000000e+04 -8.368000000000000e+03 6.728415455251559e+11 -5.535750412785923e+07 -1.321546916670669e+04 7.444805192212814e+00
-8.368000000000000e+03 -6.276000000000000e+03 5.673580024757249e+11 -1.290526138916264e+07 3.350812821962092e+04 -1.087238251063985e+01
-6.276000000000000e+03 -4.184000000000000e+03 5.874645328660737e+11 -1.545502487440341e+07 -3.472694441715474e+04 6.829074604491921e+00
-4.184000000000000e+03 -2.092000000000000e+03 4.656754193995977e+11 -7.109096283615947e+07 8.132327800636567e+03 6.829074604491916e+00
