# n_intervals=19
# x_left  x_right  c0  c1  c2  c3
-4.184000000000000e+04 -3.974800000000000e+04 6.615205843293491e+25 3.510939807979175e+22 -1.397375541246936e+18 2.246187377350344e+15
-3.974800000000000e+04 -3.765600000000000e+04 1.540504648074369e+26 5.875385339789915e+22 1.269969643900382e+19 2.246187377350344e+15
-3.765600000000000e+04 -3.556400000000000e+04 3.531083997343957e+26 1.413804578813757e+23 2.679676841925460e+19 4.837966678344215e+15
-3.556400000000000e+04 -3.347200000000000e+04 8.104457171314740e+26 3.170176979504560e+23 5.715984729254286e+19 1.180214786115135e+16
-3.347200000000000e+04 -3.138000000000000e+04 1.831860059760956e+27 7.111295247334729e+23 1.312301272691285e+20 4.890109375475831e+14
-3.138000000000000e+04 -2.928800000000000e+04 3.898344123505975e+27 1.266616793518856e+24 1.342991599131770e+20 -2.576567413431424e+16
-2.928800000000000e+04 -2.719600000000000e+04 6.899962649402391e+27 1.490236842741916e+24 -2.740621095377916e+19 -1.113930432575786e+16
-2.719600000000000e+04 -2.510400000000000e+04 9.795609229747674e+27 1.229316963011134e+24 -9.731648490223491e+19 7.608839173626478e+15
-2.510400000000000e+04 -2.301200000000000e+04 1.201110142762284e+28 9.220442223556809e+23 -4.956341024855520e+19 2.921643209338864e+15
-2.301200000000000e+04 -2.092000000000000e+04 1.374985474767596e+28 7.530303128552739e+23 -3.122717746674450e+19 6.105372150026924e+14
-2.092000000000000e+04 -1.882800000000000e+04 1.519411935590969e+28 6.303917847607736e+23 -2.739544590538772e+19 2.206044024786793e+15
-1.882800000000000e+04 -1.673600000000000e+04 1.641320136122177e+28 5.447332558633149e+23 -1.355031360582578e+19 -1.189484658322089e+15
-1.673600000000000e+04 -1.464400000000000e+04 1.748259047144754e+28 4.724215333794431e+23 -2.101551932145530e+19 2.495234158694881e+15
-1.464400000000000e+04 -1.255200000000000e+04 1.840176792828685e+28 4.172535079397694e+23 -5.355429741486362e+18 -2.280033084706224e+15
-1.255200000000000e+04 -1.046000000000000e+04 1.923034943559096e+28 3.649109417593131e+23 -1.966491738110262e+19 3.458712244949492e+15
-1.046000000000000e+04 -8.368000000000000e+03 1.993934677954846e+28 3.280437163159217e+23 2.041960668200196e+18 -2.774712593091165e+15
-8.368000000000000e+03 -6.276000000000000e+03 2.060914674634794e+28 3.001569904296409e+23 -1.537213556603994e+19 1.706655823687628e+15
-6.276000000000000e+03 -4.184000000000000e+03 2.118542496679947e+28 2.582473285396075e+23 -4.661163616576384e+18 -2.290903921676172e+15
-4.184000000000000e+03 -2.092000000000000e+03 2.168430444887118e+28 2.086668443458282e+23 -1.903887662901604e+19 -2.290903921676172e+15
