# mu (kcal/mol) N DN
-0.5 692.1578947368421 17.144105149993262
-1.0 690.578947368421 15.129408589479805
-1.5 685.9736842105264 19.539961606238062
-2.0 670.8421052631579 13.94298489852557
-2.5 664.6315789473684 10.092601123572893
-3.0 650.0 12.740656353748983
-3.5 623.7368421052631 9.621721514017873
-4.0 603.0526315789474 6.194798901349825
-4.5 558.078947368421 6.902336380579301
-5.0 514.6315789473684 6.077966643592732
-5.5 443.44736842105266 11.635679908869896
-6.0 365.07894736842104 9.674099103100739
-6.5 246.18421052631578 11.649974511416021
