0.0000000000 0.0013969256 0.0046557046 0.0087816843 0.0141800033 0.0209461042 0.0293635228 0.0397983375 0.0528000523 0.0691857070 0.0901967454 0.1177307687 0.1546775301 0.2053249386 0.2756477882 0.3734045021 0.5078074002 0.6882199575 0.9223243123 1.2155120359 1.5706192518 1.9875920109 2.4637213098 2.9940929425 3.5722086642 4.1907799878 4.8424687865 5.5206421004 6.2201191674 6.9370935889 7.6685130562 8.4116568279 9.1643500601 9.9250561385 10.6928029341 11.4669427377 12.2469114385 13.0321043799 13.8219363136 14.6159000686 15.4134280438 16.2140106580 17.0172627828 17.8222212633 18.6295425713
0.1412807310 0.1424779822 0.1454785771 0.1494218732 0.1546717335 0.1613035597 0.1695726469 0.1798170954 0.1925577879 0.2085825882 0.2291018836 0.2559765543 0.2920380553 0.3414580020 0.4100755195 0.5055120629 0.6368518430 0.8133548473 1.0426538559 1.3301476964 1.6787235923 2.0884236403 2.5566784722 3.0787637808 3.6484262668 4.2586145340 4.9021948796 5.5726960518 6.2650508245 6.9755228123 7.7010972751 8.4390639040 9.1872335334 9.9440356145 10.7084511645 11.4797811051 12.2574044023 13.0406566478 13.8288932030 14.6215508340 15.4180079394 16.2177108994 17.0201750462 17.8245209721 18.6310350003
0.2877761933 0.2889488533 0.2918474066 0.2956827076 0.3008097515 0.3073065134 0.3154197137 0.3254773352 0.3379868539 0.3537191610 0.3738611817 0.4002387436 0.4356298022 0.4841280383 0.5514673000 0.6451377230 0.7740743445 0.9473944331 1.1726241794 1.4551024233 1.7977120838 2.2005560732 2.6611916713 3.1750843629 3.7362133769 4.3377661769 4.9728317477 5.6351272840 6.3197268097 7.0229907654 7.7419691953 8.4739906643 9.2168766657 9.9690410191 10.7294260444 11.4972805981 12.2719282305 13.0526479054 13.8387379983 14.6295798595 15.4244965299 16.2228899673 17.0242105053 17.8276249584 18.6333618461
0.4408385376 0.4419759273 0.4447954965 0.4485401865 0.4535582736 0.4599283754 0.4678922168 0.4777716890 0.4900654290 0.5055317682 0.5253387435 0.5512824784 0.5860932980 0.6337909679 0.7000067367 0.7920989437 0.9188479175 1.0892169675 1.3106096349 1.5882854981 1.9251025154 2.3212045391 2.7742566670 3.2798964198 3.8323245070 4.4249649297 5.0511352267 5.7047546768 6.3810603768 7.0765370730 7.7883248257 8.5138112597 9.2508443981 9.9978337630 10.7536896574 11.5176125768 12.2888730152 13.0666944359 13.8503184494 14.6390698256 15.4322155400 16.2291051464 17.0291318913 17.8314253099 18.6361606848
0.6031296846 0.6042421076 0.6070085942 0.6106765301 0.6155912529 0.6218329669 0.6296430461 0.6393423544 0.6514259963 0.6666448121 0.6861526050 0.7117202905 0.7460353208 0.7930502174 0.8582974848 0.9490016894 1.0737791432 1.2414236061 1.4591958939 1.7322540798 2.0634101262 2.4528304390 2.8982726847 3.3955323710 3.9390199507 4.5223924832 5.1392014405 5.7835815274 6.4509536815 7.1379529061 7.8418348866 8.5600686826 9.2905478935 10.0316922061 10.7823893427 11.5417970677 12.3091368360 13.0835792845 13.8643105442 14.6505984184 15.4416530050 16.2367670401 17.0352805624 17.8362631866 18.6398857901
0.7771252670 0.7782133682 0.7809308528 0.7845211764 0.7893265206 0.7954286201 0.8030706950 0.8125753220 0.8244374165 0.8394038033 0.8586174588 0.8838274265 0.9176813419 0.9640667903 1.0284173770 1.1178199046 1.2407177973 1.4057224362 1.6199372359 1.8884040066 2.2138749141 2.5965271911 3.0342007315 3.5228384179 4.0570518531 4.6307282088 5.2376563332 5.8721960291 6.5299678961 7.2077778682 7.9030185545 8.6132600888 9.3364589120 10.0710591414 10.8159365477 11.5702137321 12.3330686491 13.1036227188 13.8810084885 14.6644366596 15.4530590992 16.2461065888 17.0428637824 17.8423189224 18.6446539922
0.9656729860 0.9667369774 0.9694019765 0.9729052212 0.9775849504 0.9835248013 0.9909712406 1.0002506661 1.0118602424 1.0265451813 1.0454400503 1.0702739737 1.1036562588 1.1494101532 1.2128683501 1.3009740962 1.4219878789 1.5843257992 1.7949206906 2.0586864356 2.3783064803 2.7539630331 3.1835741444 3.6632258634 4.1877268137 4.7511934922 5.3476550204 5.9717031640 6.6191687779 7.2870429931 7.9728712753 8.6743410435 9.3894871343 10.1167919207 10.8551310052 11.6036010696 12.3613436270 13.1274358951 13.9009597676 14.6810696071 15.4668583022 16.2574903132 17.0521924253 17.8498554722 18.6506814329
1.1718733101 1.1729119995 1.1755130687 1.1789109543 1.1834382161 1.1891808881 1.1963893206 1.2053948219 1.2166979605 1.2310436212 1.2495588210 1.2739531104 1.3067970829 1.3518480484 1.4143336915 1.5010460999 1.6200519258 1.7795595351 1.9863201494 2.2451121328 2.5585472497 2.9268136800 3.3479110135 3.8180715044 4.3323024591 4.8849516647 5.4702914819 6.0831494509 6.7195714777 7.3767405973 8.0523644297 8.7442589554 9.4505497180 10.1697697402 10.9008064112 11.6427410699 12.3946871665 13.1556840261 13.9247671600 14.7010364589 15.4835262949 16.2713308269 17.0636184692 17.8591645755 18.6582066586
1.3992133088 1.4002244014 1.4027436665 1.4060099888 1.4103477216 1.4158458357 1.4227583703 1.4314216864 1.4423397060 1.4562567184 1.4742913394 1.4981319797 1.5303079825 1.5745068430 1.6358449018 1.7209536167 1.8376938175 1.9940540385 2.1965950750 2.4499566743 2.7566820029 3.1169739751 3.5289254789 3.9889262279 4.4921903280 5.0333026934 5.6067823221 6.2076939484 6.8322975747 7.4779669535 8.1425737742 8.8240680152 9.5206738361 10.2309848291 10.9539115082 11.6885309826 12.4339380133 13.1891415277 13.9531362960 14.7249707058 15.5036226050 16.2881111478 17.0775492316 17.8705659013 18.6674797456
1.6515588132 1.6525387979 1.6549521827 1.6580532878 1.6621549184 1.6673493159 1.6738930765 1.6821265197 1.6925553320 1.7059210900 1.7233311492 1.7464487487 1.7777568056 1.8208664660 1.8807735749 1.9639373172 2.0779996038 2.2307174560 2.4284553738 2.6757165591 2.9749860524 3.3264988441 3.7284619827 4.1774431530 4.6688786527 5.1976008606 5.7583804244 6.3465187688 6.9584837860 7.5918308783 8.2445896769 8.9148426668 9.6009149821 10.3014668741 11.0154415023 11.7419225055 12.4799957442 13.2286482630 13.9868412322 14.7535763382 15.5277808986 16.3083948356 17.0944963135 17.8845124977 18.6789548943
1.9332004196 1.9341443745 1.9364221568 1.9393181531 1.9431293043 1.9479510751 1.9540403216 1.9617386988 1.9715502236 1.9842094901 2.0008072575 2.0229746163 2.0531396502 2.0948271383 2.1528998556 2.2336301299 2.3444262371 2.4928024791 2.6849245651 2.9251675857 3.2159771580 3.5576472224 3.9485302911 4.3854025907 4.8639465688 5.3792582771 5.9263679080 6.5008126326 7.0992574211 7.7194228150 8.3594817676 9.0176397903 9.6923185018 10.3822454498 11.0864027663 11.8038897989 12.5337926366 13.2750849889 14.0267023107 14.7876049276 15.5566760540 16.3327652196 17.1149301446 17.9012482004 18.6924872012
2.2488857862 2.2497872887 2.2518952648 2.2545421349 2.2580036784 2.2623778978 2.2679181354 2.2749630116 2.2840092795 2.2957777760 2.3113343640 2.3322677135 2.3609387043 2.4007711309 2.4564775021 2.5341246082 2.6408697693 2.7839733013 2.9694033777 3.2014225204 3.4824650315 3.8129216352 4.1913329334 4.6147260664 5.0790639152 5.5797306449 6.1120290126 6.6717324336 7.2556891898 7.8617612564 8.4882412643 9.1334392369 9.7958602951 10.4742929856 11.1677595103 11.8753811354 12.5962515799 13.3293392461 14.0735630473 14.8278502665 15.5910611024 16.3619464984 17.1397293835 17.9216587087 18.7092120848
