# n_intervals=19
# x_left  x_right  c0  c1  c2  c3
-4.184000000000000e+04 -3.974800000000000e+04 3.252332470854094e+46 -1.272636682104437e+41 2.709302904874113e+38 -4.741814014234842e+34
-3.974800000000000e+04 -3.765600000000000e+04 3.300866602285075e+46 3.837373173490570e+41 -2.666595704596737e+37 -4.741814014234844e+34
-3.765600000000000e+04 -3.556400000000000e+04 3.326060213508612e+46 -3.504043967710989e+41 -3.242622045793463e+38 4.090532660180260e+34
-3.556400000000000e+04 -3.347200000000000e+04 3.148294555411475e+46 -1.170055392887989e+42 -6.754037482643357e+37 -2.700822663036039e+34
-3.347200000000000e+04 -3.138000000000000e+04 2.849232614121271e+46 -1.807245915816628e+42 -2.370440051585757e+38 8.171082908974302e+34
-3.138000000000000e+04 -2.928800000000000e+04 2.442226174835160e+46 -1.726224527635870e+42 2.757731582086517e+38 -7.150353664419305e+34
-2.928800000000000e+04 -2.719600000000000e+04 2.136325622344421e+46 -1.511187595678846e+42 -1.729830377703036e+38 8.028776734884262e+34
-2.719600000000000e+04 -2.510400000000000e+04 1.817987742291358e+46 -1.180819055382040e+42 3.309029901110322e+38 -8.148233172308775e+34
-2.510400000000000e+04 -2.301200000000000e+04 1.641177238671250e+46 -8.661344190239359e+41 -1.804801237830669e+38 6.350955815616194e+34
-2.301200000000000e+04 -2.092000000000000e+04 1.439142015864821e+46 -7.874213721532405e+41 2.181058632050053e+38 -9.542613234598092e+34
-2.092000000000000e+04 -1.882800000000000e+04 1.282498716984225e+46 -1.127753539117762e+42 -3.807885433983712e+38 1.543438129144506e+35
-1.882800000000000e+04 -1.673600000000000e+04 1.021232386885568e+46 -6.945323821680618e+41 5.878732264527208e+38 -1.651365903101854e+35
-1.673600000000000e+04 -1.464400000000000e+04 9.820249732826803e+45 -4.030138304157039e+41 -4.485240143340029e+38 1.112449667989974e+35
-1.464400000000000e+04 -1.255200000000000e+04 8.032705864981602e+45 -8.190595292581500e+41 2.496493972965051e+38 -4.373686851008055e+34
-1.255200000000000e+04 -1.046000000000000e+04 7.011379288242548e+45 -3.487649424908762e+41 -2.484318947276046e+37 -5.257176564819824e+33
-1.046000000000000e+04 -8.368000000000000e+03 6.124905294577828e+45 -5.217323791776389e+41 -5.783722959356961e+37 3.658451844326552e+34
-8.368000000000000e+03 -6.276000000000000e+03 5.115270456179825e+45 -2.833908640242713e+41 1.717672081563647e+38 -4.633737270002698e+34
-6.276000000000000e+03 -4.184000000000000e+03 4.849905050965569e+45 -1.730983955267939e+41 -1.190461429090046e+38 1.780060083038766e+34
-4.184000000000000e+03 -2.092000000000000e+03 4.129756565530081e+45 -4.374763913203841e+41 -7.329572097491593e+36 1.780060083038766e+34
