-1.000000000000000000e+01 3.838147410358565119e+26 5.107241071898424580e+24 9.038697481271029268e+20 1.092839587726378926e+20
-9.500000000000000000e+00 8.637948207171313319e+26 1.788576741936847589e+25 9.173580779781307761e+20 6.610071831375255962e+19
-9.000000000000000000e+00 1.825547808764939741e+27 2.749406330623084277e+25 9.243597431630710702e+20 8.703864821625290752e+19
-8.500000000000000000e+00 3.472758964143425541e+27 3.076565699585335199e+25 8.749561222080115507e+20 2.548157466904410931e+19
-8.000000000000000000e+00 5.591135458167329688e+27 4.781924270974767490e+25 7.918425278966059500e+20 3.945183172672449741e+19
-7.500000000000000000e+00 7.801444223107567576e+27 6.533312610300371451e+25 6.787296124550188892e+20 3.193064892748355174e+19
-7.000000000000000000e+00 9.535557768924300897e+27 6.832841372858537985e+25 5.937154702018640609e+20 3.055560853428495155e+19
-6.500000000000000000e+00 1.093386454183266687e+28 6.766466352809273292e+25 5.052448165889768817e+20 2.032149457886216602e+19
-6.000000000000000000e+00 1.207599601593625302e+28 8.075780498688996028e+25 4.561066467353380127e+20 1.614921660207686246e+19
-5.500000000000000000e+00 1.297385458167330371e+28 9.664868236090129223e+25 3.999581663486161060e+20 1.945702195994500710e+19
-5.000000000000000000e+00 1.374541832669322615e+28 6.637108968285623048e+25 3.564247513691132396e+20 2.383031032965055283e+19
-4.500000000000000000e+00 1.438904382470119275e+28 1.080398783580854210e+26 2.838150984210706924e+20 2.059037619013472256e+19
-4.000000000000000000e+00 1.506419322709163060e+28 5.982816605762065976e+25 2.729187969588001178e+20 2.734987008436686029e+19
-3.500000000000000000e+00 1.554975099601593211e+28 7.154093421370976454e+25 2.232403941486751252e+20 1.150035864416613581e+19
-3.000000000000000000e+00 1.608725099601593329e+28 1.036758963743450561e+26 1.948562666357145600e+20 8.968962800644208640e+18
-2.500000000000000000e+00 1.652933266932270563e+28 1.414739296824581209e+26 1.702198854368225853e+20 2.050222789844460339e+19
-2.000000000000000000e+00 1.690607569721115143e+28 1.102379396345364528e+26 1.421606880681261466e+20 1.962219851334819430e+19
-1.500000000000000000e+00 1.729621513944222629e+28 1.048254037151461037e+26 1.347858036083689718e+20 1.032302800522218701e+19
-1.000000000000000000e+00 1.761608565737051387e+28 1.294581344714039451e+26 1.147718463645158932e+20 8.861584812019736576e+18
-5.000000000000000000e-01 1.783565737051792760e+28 1.663979738512890272e+26 9.297492381173419213e+19 5.128326775402907648e+18
